Date,Return
2014-08-19 00:00:00,1.008073386793665
2014-08-18 00:00:00,1.0151355814570047
2014-08-15 00:00:00,0.9979640637897629
2014-08-14 00:00:00,0.999773836220509
2014-08-13 00:00:00,1.0214133956584512
2014-08-12 00:00:00,0.9909312427526937
2014-08-11 00:00:00,0.9984352023026991
2014-08-08 00:00:00,1.0096031236724523
2014-08-07 00:00:00,0.9946783393619401
2014-08-06 00:00:00,1.002307760357499
2014-08-05 00:00:00,0.9859023901625058
2014-08-04 00:00:00,1.0125073830423776
2014-08-01 00:00:00,0.9903253430313347
2014-07-31 00:00:00,0.973068695938095
2014-07-30 00:00:00,1.0030908093473454
2014-07-29 00:00:00,0.991550895339037
2014-07-28 00:00:00,1.0026824366038292
2014-07-25 00:00:00,0.9927025018818868
2014-07-24 00:00:00,0.9955870949579901
2014-07-23 00:00:00,1.0020848897731682
2014-07-22 00:00:00,1.0089403096898584
2014-07-21 00:00:00,0.9905726531157613
2014-07-18 00:00:00,1.0372126628005207
2014-07-17 00:00:00,0.9846736889164723
2014-07-16 00:00:00,0.9963747026910387
2014-07-15 00:00:00,0.9998461750544534
2014-07-14 00:00:00,1.009824158318832
2014-07-11 00:00:00,1.014148215265495
2014-07-10 00:00:00,0.9913553593070744
2014-07-09 00:00:00,1.0087376427458339
2014-07-08 00:00:00,0.9808329562447383
2014-07-07 00:00:00,0.9957587335433511
2014-07-03 00:00:00,1.0041127273135657
2014-07-02 00:00:00,0.9994251248708056
2014-07-01 00:00:00,1.012845891606881
2014-06-30 00:00:00,0.996604502350755
2014-06-27 00:00:00,1.0021528270954083
2014-06-26 00:00:00,0.9954203456852189
2014-06-25 00:00:00,1.0248485549387496
2014-06-24 00:00:00,0.999415867787374
2014-06-23 00:00:00,1.0154397306136158
2014-06-20 00:00:00,1.002631087466997
2014-06-19 00:00:00,1.0027648899295374
2014-06-18 00:00:00,1.0190787811841482
2014-06-17 00:00:00,0.9976666105781453
2014-06-16 00:00:00,0.9864434655510054
2014-06-13 00:00:00,1.0007436241204075
2014-06-12 00:00:00,0.9865972559112761
2014-06-11 00:00:00,0.9969494169298262
2014-06-10 00:00:00,0.9972069418058145
2014-06-09 00:00:00,1.010407533208607
2014-06-06 00:00:00,1.0043870609076273
2014-06-05 00:00:00,1.0169647517237632
2014-06-04 00:00:00,0.9994861769254014
2014-06-03 00:00:00,0.9837704987615747
2014-06-02 00:00:00,0.9893549737280934
2014-05-30 00:00:00,0.9996608089192798
2014-05-29 00:00:00,0.9971513625265392
2014-05-28 00:00:00,0.9924551787753593
2014-05-27 00:00:00,1.0239732644447712
2014-05-23 00:00:00,1.0140168027972736
2014-05-22 00:00:00,1.0113555609317222
2014-05-21 00:00:00,1.0173094081315497
2014-05-20 00:00:00,1.001720725495869
2014-05-19 00:00:00,1.0158077553388816
2014-05-16 00:00:00,1.001250115571236
2014-05-15 00:00:00,0.9873349331589123
2014-05-14 00:00:00,0.987919496595672
2014-05-13 00:00:00,1.0059820264976256
2014-05-12 00:00:00,1.021571917503703
2014-05-09 00:00:00,1.0151272544239933
2014-05-08 00:00:00,1.0020393506680272
2014-05-07 00:00:00,0.9899445091223623
2014-05-06 00:00:00,0.9759951410917234
2014-05-05 00:00:00,0.999772662186486
2014-05-02 00:00:00,0.9935635488336475
2014-05-01 00:00:00,1.0089052248781434
2014-04-30 00:00:00,0.9980291505585506
2014-04-29 00:00:00,1.020400276275255
2014-04-28 00:00:00,1.0018791944285612
2014-04-25 00:00:00,0.9829005053814186
2014-04-24 00:00:00,0.9966219684914285
2014-04-23 00:00:00,0.9852844967092903
2014-04-22 00:00:00,1.0117097021164145
2014-04-21 00:00:00,0.9860474677971971
2014-04-17 00:00:00,0.9632730827074856
2014-04-16 00:00:00,1.0374691567097551
2014-04-15 00:00:00,1.0073612904525526
2014-04-14 00:00:00,1.0036185287306432
2014-04-11 00:00:00,0.9808670035134124
2014-04-10 00:00:00,0.9588931490591305
2014-04-09 00:00:00,1.0166516858065306
2014-04-08 00:00:00,1.0311250814025832
2014-04-07 00:00:00,0.9908127160597976
2014-04-04 00:00:00,0.9533120529271456
2014-04-03 00:00:00,1.0048324242704407
2014-04-02 00:00:00,0.9997179221411157
2014-04-01 00:00:00,1.0182954363906902
2014-03-31 00:00:00,0.9946069605406278
2014-03-28 00:00:00,1.0027396895230671
2014-03-27 00:00:00,0.9876941364523018
2014-03-26 00:00:00,0.9769141491197053
2014-03-25 00:00:00,1.0006823037208945
2014-03-24 00:00:00,0.9787750179161218
2014-03-21 00:00:00,0.9882054292324584
2014-03-20 00:00:00,0.9982571770961902
2014-03-19 00:00:00,0.9900847565898137
2014-03-18 00:00:00,1.016072416242552
2014-03-17 00:00:00,1.0164563221829575
2014-03-14 00:00:00,0.986325384860084
2014-03-13 00:00:00,0.9848919185251096
2014-03-12 00:00:00,1.006091727731437
2014-03-11 00:00:00,0.9904421643145981
2014-03-10 00:00:00,0.9973493103116904
2014-03-07 00:00:00,0.9960479161641881
2014-03-06 00:00:00,1.001108147994216
2014-03-05 00:00:00,1.0027574331423856
2014-03-04 00:00:00,1.010160514218868
2014-03-03 00:00:00,0.9893390229680459
2014-02-28 00:00:00,0.9970800385350946
2014-02-27 00:00:00,0.9992133200086531
2014-02-26 00:00:00,1.0001392995778364
2014-02-25 00:00:00,1.006177273378601
2014-02-24 00:00:00,1.0072437384591024
2014-02-21 00:00:00,0.9997343107695402
2014-02-20 00:00:00,1.0014720570127782
2014-02-19 00:00:00,0.9929473219827297
2014-02-18 00:00:00,1.0067176404142737
